vehicle_type,type_code,distance_km,weight_kg,load_ratio,mileage_kmpl,fuel_l
delivery-van,3,241.2,602.0,0.75,11.52,24.4
tempo,2,481.7,1179.0,0.98,14.37,40.76
delivery-van,3,550.4,604.0,0.75,11.15,57.09
mini-truck,1,66.3,1708.0,0.34,7.76,9.55
tempo,2,401.7,859.0,0.72,14.84,35.4
mini-truck,1,244.5,3960.0,0.79,6.87,43.83
mini-truck,1,290.8,4372.0,0.87,8.77,41.79
mini-truck,1,432.2,1712.0,0.34,8.07,61.83
heavy-truck,0,731.1,2384.0,0.24,5.78,129.43
heavy-truck,0,172.3,6241.0,0.62,4.57,45.64
delivery-van,3,356.2,215.0,0.27,11.33,32.61
delivery-van,3,667.9,345.0,0.43,12.92,58.8
tempo,2,88.5,614.0,0.51,12.26,8.51
delivery-van,3,346.8,305.0,0.38,13.13,28.81
tempo,2,459.2,538.0,0.45,12.89,37.99
heavy-truck,0,295.8,7162.0,0.72,5.66,64.52
tempo,2,543.9,1167.0,0.97,16.42,39.08
mini-truck,1,211.7,2648.0,0.53,6.93,34.01
tempo,2,508.8,307.0,0.26,13.35,41.9
heavy-truck,0,271.4,9675.0,0.97,5.56,56.59
tempo,2,674.0,539.0,0.45,15.46,47.73
delivery-van,3,542.2,321.0,0.4,11.51,54.41
delivery-van,3,390.2,305.0,0.38,11.49,36.64
mini-truck,1,155.0,1591.0,0.32,6.5,24.84
tempo,2,546.7,779.0,0.65,14.95,42.02
mini-truck,1,138.0,3624.0,0.72,8.01,20.95
heavy-truck,0,292.6,9307.0,0.93,4.36,81.3
mini-truck,1,363.7,3055.0,0.61,8.67,50.73
delivery-van,3,261.2,213.0,0.27,12.95,21.3
tempo,2,168.6,828.0,0.69,13.51,14.28
mini-truck,1,425.3,2596.0,0.52,8.32,55.86
heavy-truck,0,51.2,8711.0,0.87,4.26,14.32
heavy-truck,0,574.6,2981.0,0.3,5.6,109.16
delivery-van,3,276.7,758.0,0.95,12.51,27.64
delivery-van,3,690.4,210.0,0.26,11.89,64.07
mini-truck,1,703.4,4296.0,0.86,8.61,94.52
heavy-truck,0,428.9,8091.0,0.81,5.53,91.87
delivery-van,3,228.1,520.0,0.65,13.18,20.62
heavy-truck,0,716.3,5626.0,0.56,5.51,145.6
mini-truck,1,242.6,1551.0,0.31,7.19,35.83
heavy-truck,0,548.1,3315.0,0.33,5.3,117.01
mini-truck,1,728.8,3771.0,0.75,7.46,119.59
delivery-van,3,731.3,252.0,0.32,14.13,55.84
delivery-van,3,125.0,376.0,0.47,10.29,14.96
mini-truck,1,689.1,3935.0,0.79,8.74,89.87
mini-truck,1,569.1,3230.0,0.65,8.3,81.31
tempo,2,608.4,986.0,0.82,13.88,53.88
tempo,2,283.8,866.0,0.72,15.08,24.15
mini-truck,1,477.9,3278.0,0.66,6.68,82.49
tempo,2,61.0,1023.0,0.85,15.47,4.88
mini-truck,1,382.8,1197.0,0.24,8.6,50.32
delivery-van,3,680.2,533.0,0.67,14.0,56.1
tempo,2,292.7,310.0,0.26,11.98,26.77
tempo,2,378.9,484.0,0.4,15.56,28.67
heavy-truck,0,234.2,3875.0,0.39,5.31,50.07
heavy-truck,0,520.8,3631.0,0.36,4.9,117.14
delivery-van,3,442.6,572.0,0.71,12.1,39.26
heavy-truck,0,158.2,7819.0,0.78,4.64,42.4
mini-truck,1,258.0,2291.0,0.46,6.98,41.74
delivery-van,3,503.3,772.0,0.96,12.92,51.28
tempo,2,54.3,616.0,0.51,13.22,4.95
delivery-van,3,398.0,287.0,0.36,12.32,35.21
heavy-truck,0,401.9,8611.0,0.86,4.92,103.09
tempo,2,181.7,867.0,0.72,14.99,14.42
delivery-van,3,104.6,638.0,0.8,12.51,9.87
heavy-truck,0,97.4,7630.0,0.76,4.7,22.64
heavy-truck,0,531.0,2748.0,0.27,4.73,116.68
delivery-van,3,246.3,440.0,0.55,12.13,23.71
delivery-van,3,370.1,747.0,0.93,11.65,36.73
delivery-van,3,143.3,533.0,0.67,12.0,13.21
delivery-van,3,476.0,439.0,0.55,13.22,42.21
tempo,2,492.1,346.0,0.29,14.47,37.26
heavy-truck,0,417.6,8921.0,0.89,4.7,103.51
tempo,2,452.5,304.0,0.25,13.34,34.89
delivery-van,3,212.4,410.0,0.51,12.89,17.8
heavy-truck,0,240.1,7620.0,0.76,4.36,65.07
mini-truck,1,287.7,3394.0,0.68,8.78,40.97
heavy-truck,0,335.6,7520.0,0.75,5.4,67.36
heavy-truck,0,141.8,3110.0,0.31,5.47,29.59
heavy-truck,0,270.5,6329.0,0.63,5.76,53.7
mini-truck,1,197.8,3984.0,0.8,7.61,31.34
mini-truck,1,729.3,4791.0,0.96,8.19,117.08
tempo,2,389.0,250.0,0.21,12.68,30.38
delivery-van,3,116.9,590.0,0.74,10.84,12.42
heavy-truck,0,111.9,6012.0,0.6,4.6,27.31
heavy-truck,0,353.8,5436.0,0.54,5.0,81.53
delivery-van,3,586.5,590.0,0.74,11.65,60.64
tempo,2,571.0,820.0,0.68,13.21,47.34
mini-truck,1,245.2,3407.0,0.68,6.7,42.81
delivery-van,3,192.8,430.0,0.54,12.98,16.22
tempo,2,512.5,383.0,0.32,14.78,38.54
heavy-truck,0,368.2,8356.0,0.84,4.39,107.46
delivery-van,3,105.8,411.0,0.51,11.46,10.5
mini-truck,1,72.9,2211.0,0.44,8.73,9.15
delivery-van,3,249.3,383.0,0.48,10.81,26.1
mini-truck,1,243.0,4370.0,0.87,7.83,34.29
heavy-truck,0,361.9,7753.0,0.78,4.64,91.08
tempo,2,732.7,323.0,0.27,16.22,50.6
heavy-truck,0,328.6,8328.0,0.83,5.04,77.22
mini-truck,1,615.3,4505.0,0.9,7.03,116.08
mini-truck,1,280.7,4435.0,0.89,7.53,46.62
delivery-van,3,139.2,559.0,0.7,10.66,15.44
heavy-truck,0,315.9,4447.0,0.44,4.93,72.61
heavy-truck,0,512.4,9007.0,0.9,5.38,113.42
delivery-van,3,630.9,201.0,0.25,12.71,55.57
delivery-van,3,736.6,197.0,0.25,12.07,59.39
delivery-van,3,458.7,174.0,0.22,13.98,34.38
mini-truck,1,78.0,3040.0,0.61,7.02,12.52
tempo,2,244.4,866.0,0.72,15.82,18.48
heavy-truck,0,364.1,6156.0,0.62,5.7,71.79
heavy-truck,0,456.6,2496.0,0.25,5.67,81.26
delivery-van,3,560.3,641.0,0.8,13.31,53.6
tempo,2,114.3,750.0,0.63,14.94,9.1
mini-truck,1,536.8,4207.0,0.84,6.42,100.3
delivery-van,3,394.3,447.0,0.56,10.4,44.27
heavy-truck,0,659.8,4139.0,0.41,4.92,150.76
tempo,2,303.3,420.0,0.35,16.01,21.72
mini-truck,1,459.9,2310.0,0.46,6.53,74.41
mini-truck,1,485.5,1993.0,0.4,6.98,86.84
mini-truck,1,558.2,3520.0,0.7,6.97,93.2
tempo,2,249.6,1107.0,0.92,13.92,21.82
mini-truck,1,528.5,1610.0,0.32,7.05,79.96
heavy-truck,0,458.7,4825.0,0.48,4.78,112.19
delivery-van,3,576.7,242.0,0.3,10.39,61.68
tempo,2,600.0,610.0,0.51,13.46,48.93
delivery-van,3,571.8,764.0,0.96,11.2,61.98
heavy-truck,0,87.9,5441.0,0.54,5.6,18.76
heavy-truck,0,490.6,2607.0,0.26,5.43,97.16
mini-truck,1,674.7,4818.0,0.96,8.38,97.56
delivery-van,3,658.6,410.0,0.51,10.22,67.8
mini-truck,1,125.0,3975.0,0.79,6.5,22.65
tempo,2,507.7,1010.0,0.84,15.31,41.38
tempo,2,81.7,718.0,0.6,14.98,6.33
tempo,2,224.2,1016.0,0.85,15.18,17.5
delivery-van,3,466.7,621.0,0.78,13.13,42.44
mini-truck,1,607.4,1452.0,0.29,8.37,81.47
delivery-van,3,149.6,443.0,0.55,11.73,15.98
delivery-van,3,660.9,223.0,0.28,13.87,54.48
mini-truck,1,71.1,2492.0,0.5,8.53,9.47
mini-truck,1,640.7,1919.0,0.38,7.1,102.28
heavy-truck,0,645.0,9329.0,0.93,5.44,134.17
mini-truck,1,346.8,4066.0,0.81,8.29,48.26
tempo,2,342.9,750.0,0.62,14.01,27.19
mini-truck,1,436.4,2699.0,0.54,7.52,61.97
tempo,2,130.7,797.0,0.66,14.96,10.35
heavy-truck,0,265.3,4130.0,0.41,4.4,66.99
tempo,2,654.7,710.0,0.59,14.95,49.19
tempo,2,285.7,519.0,0.43,12.83,24.29
mini-truck,1,51.4,3253.0,0.65,8.47,7.17
heavy-truck,0,426.2,6591.0,0.66,4.42,102.69
heavy-truck,0,547.9,3768.0,0.38,5.67,102.57
delivery-van,3,680.6,752.0,0.94,13.95,59.71
tempo,2,594.9,386.0,0.32,15.16,43.68
mini-truck,1,630.0,2721.0,0.54,8.43,87.04
delivery-van,3,191.8,425.0,0.53,10.61,20.69
tempo,2,135.9,964.0,0.8,15.36,11.0
delivery-van,3,568.2,580.0,0.73,12.59,53.28
heavy-truck,0,693.1,3191.0,0.32,5.17,144.93
mini-truck,1,359.9,2983.0,0.6,6.63,66.9
tempo,2,495.1,1071.0,0.89,13.57,46.14
delivery-van,3,205.9,396.0,0.5,12.17,20.17
mini-truck,1,653.1,3037.0,0.61,7.97,92.0
mini-truck,1,749.7,1845.0,0.37,7.17,117.33
tempo,2,403.9,309.0,0.26,13.32,33.19
heavy-truck,0,493.6,2097.0,0.21,4.99,101.71
delivery-van,3,483.8,293.0,0.37,13.62,36.17
tempo,2,268.5,1067.0,0.89,12.79,24.66
heavy-truck,0,95.5,4298.0,0.43,4.59,24.84
mini-truck,1,668.9,4212.0,0.84,6.39,129.34
mini-truck,1,274.4,1203.0,0.24,7.45,38.17
heavy-truck,0,280.3,9667.0,0.97,4.27,74.17
tempo,2,275.4,1137.0,0.95,14.15,23.33
tempo,2,527.8,241.0,0.2,14.58,36.68
delivery-van,3,88.2,603.0,0.75,13.03,7.4
tempo,2,470.8,627.0,0.52,16.02,30.73
heavy-truck,0,111.8,3422.0,0.34,5.11,23.57
delivery-van,3,641.1,640.0,0.8,13.35,55.92
mini-truck,1,283.8,1433.0,0.29,6.68,45.52
tempo,2,697.9,288.0,0.24,13.31,55.4
tempo,2,307.6,352.0,0.29,14.57,23.16
heavy-truck,0,170.5,4092.0,0.41,5.81,33.22
delivery-van,3,250.9,455.0,0.57,11.61,25.36
tempo,2,247.1,1027.0,0.86,11.98,26.43
delivery-van,3,468.0,769.0,0.96,12.8,42.85
mini-truck,1,317.2,2911.0,0.58,7.59,45.11
heavy-truck,0,271.0,9159.0,0.92,4.3,78.56
heavy-truck,0,256.5,2836.0,0.28,5.64,50.19
mini-truck,1,732.6,4390.0,0.88,7.01,133.07
delivery-van,3,136.9,680.0,0.85,13.51,12.18
heavy-truck,0,467.9,6233.0,0.62,4.49,115.21
heavy-truck,0,339.8,6642.0,0.66,4.85,77.86
delivery-van,3,647.1,212.0,0.27,12.62,52.48
heavy-truck,0,717.1,2473.0,0.25,5.38,140.46
mini-truck,1,396.1,1022.0,0.2,8.57,48.05
mini-truck,1,440.9,4151.0,0.83,7.36,71.3
mini-truck,1,284.6,2153.0,0.43,8.6,38.2
delivery-van,3,357.0,495.0,0.62,10.46,37.96
delivery-van,3,187.0,185.0,0.23,11.6,16.23
mini-truck,1,503.3,2208.0,0.44,7.48,79.58
tempo,2,72.2,963.0,0.8,15.56,5.25
heavy-truck,0,133.9,6422.0,0.64,5.62,28.21
mini-truck,1,665.5,1496.0,0.3,8.81,77.38
heavy-truck,0,628.0,5502.0,0.55,4.46,152.87
heavy-truck,0,329.1,6735.0,0.67,5.45,71.26
heavy-truck,0,566.2,4443.0,0.44,5.33,111.64
mini-truck,1,263.5,2905.0,0.58,7.61,38.17
delivery-van,3,367.7,554.0,0.69,11.39,36.68
tempo,2,129.8,1034.0,0.86,15.8,10.26
mini-truck,1,524.4,1556.0,0.31,6.66,87.6
tempo,2,411.9,860.0,0.72,15.18,32.48
heavy-truck,0,611.8,9082.0,0.91,4.28,183.76
heavy-truck,0,720.8,4280.0,0.43,4.9,162.03
mini-truck,1,135.9,1033.0,0.21,8.84,15.81
delivery-van,3,313.1,607.0,0.76,10.3,34.62
tempo,2,430.3,629.0,0.52,14.7,32.76
mini-truck,1,436.2,4346.0,0.87,6.4,80.59
heavy-truck,0,279.2,6369.0,0.64,5.86,55.16
mini-truck,1,441.3,3368.0,0.67,8.46,60.32
delivery-van,3,533.8,697.0,0.87,13.97,46.63
tempo,2,502.2,723.0,0.6,15.92,36.12
tempo,2,444.8,563.0,0.47,13.51,38.29
tempo,2,380.7,1021.0,0.85,12.34,37.66
heavy-truck,0,528.7,9430.0,0.94,5.64,113.79
tempo,2,166.5,497.0,0.41,13.37,13.43
tempo,2,300.7,570.0,0.47,16.1,20.1
tempo,2,575.3,833.0,0.69,14.22,48.21
tempo,2,737.6,628.0,0.52,14.6,54.27
mini-truck,1,585.5,4710.0,0.94,6.76,109.15
heavy-truck,0,363.6,5814.0,0.58,5.56,78.39
delivery-van,3,411.6,481.0,0.6,12.64,38.79
tempo,2,680.3,720.0,0.6,15.64,49.44
tempo,2,479.7,524.0,0.44,14.45,37.66
tempo,2,333.4,969.0,0.81,13.58,28.88
delivery-van,3,747.6,353.0,0.44,11.05,76.96
delivery-van,3,174.6,412.0,0.51,12.05,17.08
mini-truck,1,106.4,4480.0,0.9,8.84,14.94
heavy-truck,0,733.6,3356.0,0.34,4.39,177.77
mini-truck,1,618.4,4475.0,0.89,8.52,83.52
mini-truck,1,168.8,2139.0,0.43,6.64,30.82
mini-truck,1,733.2,4477.0,0.9,8.09,113.3
delivery-van,3,258.0,548.0,0.69,11.79,26.59
tempo,2,65.8,436.0,0.36,14.12,5.2
mini-truck,1,540.8,2244.0,0.45,7.62,79.29
heavy-truck,0,244.0,7408.0,0.74,5.77,47.5
mini-truck,1,388.8,3224.0,0.64,7.24,63.04
mini-truck,1,265.6,1422.0,0.28,7.33,41.73
heavy-truck,0,268.9,3787.0,0.38,5.76,52.84
tempo,2,693.0,594.0,0.5,16.5,46.61
tempo,2,95.5,884.0,0.74,14.11,8.37
heavy-truck,0,84.4,4814.0,0.48,4.43,20.8
mini-truck,1,731.4,4753.0,0.95,7.7,117.36
delivery-van,3,737.8,340.0,0.43,14.14,57.56
delivery-van,3,293.5,758.0,0.95,10.49,36.11
heavy-truck,0,707.9,6449.0,0.64,5.52,153.22
heavy-truck,0,502.4,4226.0,0.42,5.29,101.35
delivery-van,3,718.1,379.0,0.47,10.97,75.68
tempo,2,500.5,675.0,0.56,14.25,41.62
heavy-truck,0,620.3,7749.0,0.77,5.68,120.21
mini-truck,1,628.3,2177.0,0.44,6.58,107.94
delivery-van,3,728.7,582.0,0.73,13.28,70.84
delivery-van,3,155.5,644.0,0.81,11.97,17.06
tempo,2,266.6,371.0,0.31,11.93,26.22
heavy-truck,0,734.6,4070.0,0.41,5.0,165.42
heavy-truck,0,663.7,8270.0,0.83,4.6,183.5
mini-truck,1,509.4,1574.0,0.31,7.21,78.98
tempo,2,677.5,981.0,0.82,12.75,60.25
heavy-truck,0,268.5,9578.0,0.96,5.26,68.79
delivery-van,3,193.9,190.0,0.24,11.75,17.78
heavy-truck,0,116.5,8098.0,0.81,4.39,31.11
tempo,2,288.8,763.0,0.64,12.19,27.87
tempo,2,319.4,544.0,0.45,15.73,23.04
tempo,2,632.9,780.0,0.65,12.82,58.97
tempo,2,315.7,958.0,0.8,14.04,26.18
mini-truck,1,742.8,1294.0,0.26,8.39,90.13
tempo,2,242.3,346.0,0.29,14.73,18.22
tempo,2,613.6,1164.0,0.97,13.26,55.07
mini-truck,1,664.5,2523.0,0.5,6.41,125.17
mini-truck,1,602.6,4445.0,0.89,6.88,104.95
heavy-truck,0,454.4,2760.0,0.28,4.3,115.9
heavy-truck,0,519.4,3748.0,0.37,5.73,99.51
delivery-van,3,720.8,496.0,0.62,13.94,58.41
heavy-truck,0,323.7,7881.0,0.79,5.88,63.12
heavy-truck,0,495.0,3568.0,0.36,5.61,102.83
heavy-truck,0,749.0,6259.0,0.63,5.59,158.29
delivery-van,3,303.4,728.0,0.91,14.12,25.51
mini-truck,1,253.6,3929.0,0.79,7.81,39.0
heavy-truck,0,314.6,9290.0,0.93,5.19,73.78
mini-truck,1,237.1,3990.0,0.8,6.67,42.27
tempo,2,504.8,274.0,0.23,14.27,36.86
tempo,2,666.9,647.0,0.54,13.35,60.12
delivery-van,3,315.4,442.0,0.55,13.39,25.8
mini-truck,1,721.6,2703.0,0.54,8.26,107.46
heavy-truck,0,533.2,6230.0,0.62,5.34,111.66
delivery-van,3,724.4,170.0,0.21,14.14,53.42
mini-truck,1,629.2,2475.0,0.49,7.31,90.7
heavy-truck,0,409.0,2699.0,0.27,5.17,89.44
heavy-truck,0,343.5,2271.0,0.23,5.14,73.64
delivery-van,3,564.9,414.0,0.52,11.57,49.85
delivery-van,3,126.6,200.0,0.25,12.33,10.93
delivery-van,3,614.0,312.0,0.39,10.74,64.38
heavy-truck,0,431.1,7330.0,0.73,5.33,92.68
mini-truck,1,341.0,4681.0,0.94,7.83,55.46
mini-truck,1,120.4,3468.0,0.69,8.0,17.51
tempo,2,114.6,756.0,0.63,14.62,9.3
mini-truck,1,66.1,4197.0,0.84,7.1,11.22
heavy-truck,0,683.1,5692.0,0.57,5.89,133.76
mini-truck,1,199.9,3224.0,0.64,8.77,26.05
mini-truck,1,374.5,3104.0,0.62,8.15,51.32
tempo,2,563.4,317.0,0.26,14.48,41.0
heavy-truck,0,533.4,3714.0,0.37,5.5,96.43
mini-truck,1,652.0,2461.0,0.49,8.03,94.8
tempo,2,744.4,930.0,0.78,13.93,64.7
tempo,2,411.9,317.0,0.26,14.79,30.14
heavy-truck,0,534.6,9024.0,0.9,5.13,124.58
mini-truck,1,99.2,1396.0,0.28,7.63,13.91
heavy-truck,0,596.2,7068.0,0.71,5.64,116.29
mini-truck,1,272.9,2444.0,0.49,6.57,45.26
heavy-truck,0,156.4,7126.0,0.71,4.61,39.62
mini-truck,1,233.5,2993.0,0.6,6.62,40.06
tempo,2,580.0,485.0,0.4,12.75,51.68
delivery-van,3,589.6,399.0,0.5,11.3,52.87
tempo,2,160.7,1070.0,0.89,16.38,11.62
mini-truck,1,323.3,1436.0,0.29,7.8,41.23
heavy-truck,0,435.3,7368.0,0.74,5.41,102.4
tempo,2,204.9,659.0,0.55,15.16,16.08
mini-truck,1,200.8,2010.0,0.4,8.1,25.7
mini-truck,1,220.8,2259.0,0.45,8.31,30.51
tempo,2,140.4,549.0,0.46,14.69,10.46
delivery-van,3,306.5,210.0,0.26,12.14,27.29
heavy-truck,0,373.0,2836.0,0.28,5.23,77.08
delivery-van,3,365.1,522.0,0.65,13.63,31.22
tempo,2,379.1,1181.0,0.98,15.7,29.08
heavy-truck,0,592.6,8917.0,0.89,4.93,138.55
delivery-van,3,300.0,344.0,0.43,11.6,29.23
mini-truck,1,457.2,4621.0,0.92,8.39,67.93
heavy-truck,0,557.2,9435.0,0.94,5.72,125.14
mini-truck,1,592.9,1224.0,0.24,8.32,75.22
heavy-truck,0,99.6,7837.0,0.78,5.08,23.08
heavy-truck,0,541.7,3180.0,0.32,4.77,127.62
heavy-truck,0,128.8,3465.0,0.35,5.58,25.29
tempo,2,374.8,863.0,0.72,14.03,29.85
tempo,2,243.6,669.0,0.56,11.96,23.6
delivery-van,3,715.9,233.0,0.29,10.44,71.73
heavy-truck,0,505.4,2845.0,0.28,4.59,116.61
heavy-truck,0,730.2,5536.0,0.55,5.8,133.83
mini-truck,1,671.2,2538.0,0.51,8.01,96.69
tempo,2,741.1,1197.0,1.0,12.55,74.25
delivery-van,3,320.4,295.0,0.37,11.5,32.41
delivery-van,3,155.0,433.0,0.54,12.57,13.39
delivery-van,3,590.0,481.0,0.6,12.52,56.91
tempo,2,192.7,864.0,0.72,16.04,13.74
tempo,2,132.7,447.0,0.37,15.4,9.42
heavy-truck,0,194.6,2403.0,0.24,4.45,47.92
mini-truck,1,709.8,3582.0,0.72,7.47,114.01
heavy-truck,0,491.2,4202.0,0.42,4.51,122.57
tempo,2,393.0,396.0,0.33,12.92,34.03
delivery-van,3,497.0,793.0,0.99,11.93,54.38
heavy-truck,0,421.4,6229.0,0.62,5.3,92.57
delivery-van,3,389.6,586.0,0.73,11.1,37.17
delivery-van,3,631.5,794.0,0.99,13.49,59.13
delivery-van,3,241.7,217.0,0.27,13.61,19.17
delivery-van,3,564.5,237.0,0.3,13.69,44.62
tempo,2,378.5,488.0,0.41,15.47,25.68
tempo,2,727.1,832.0,0.69,14.26,61.51
tempo,2,744.1,886.0,0.74,14.28,63.92
mini-truck,1,509.0,3813.0,0.76,8.64,67.52
tempo,2,194.5,535.0,0.45,11.93,19.84
delivery-van,3,456.4,319.0,0.4,12.11,42.66
mini-truck,1,495.4,4139.0,0.83,8.5,69.8
mini-truck,1,95.4,4444.0,0.89,7.29,16.42
delivery-van,3,177.3,181.0,0.23,12.42,15.88
mini-truck,1,233.8,2462.0,0.49,7.27,36.84
tempo,2,478.9,1056.0,0.88,12.99,45.19
delivery-van,3,456.6,653.0,0.82,13.18,42.42
delivery-van,3,658.0,666.0,0.83,11.48,65.76
mini-truck,1,439.7,2490.0,0.5,7.38,70.96
tempo,2,487.5,520.0,0.43,15.49,34.67
tempo,2,117.2,444.0,0.37,13.25,9.75
delivery-van,3,107.6,430.0,0.54,10.6,11.07
mini-truck,1,280.9,2434.0,0.49,8.13,39.38
heavy-truck,0,400.0,6836.0,0.68,5.22,96.26
tempo,2,420.9,784.0,0.65,12.34,40.28
tempo,2,534.3,781.0,0.65,13.37,47.31
heavy-truck,0,620.0,2970.0,0.3,5.49,124.55
tempo,2,738.5,307.0,0.26,15.96,47.02
delivery-van,3,552.6,759.0,0.95,12.52,58.02
delivery-van,3,492.3,456.0,0.57,12.37,48.0
delivery-van,3,360.2,776.0,0.97,11.37,42.3
delivery-van,3,70.1,165.0,0.21,14.04,5.0
heavy-truck,0,525.6,9240.0,0.92,5.43,122.2
tempo,2,598.9,660.0,0.55,12.96,51.61
delivery-van,3,471.8,438.0,0.55,13.4,41.8
delivery-van,3,217.1,788.0,0.98,12.88,21.17
delivery-van,3,340.8,484.0,0.6,12.96,30.41
delivery-van,3,745.8,708.0,0.88,12.99,72.4
heavy-truck,0,536.5,6366.0,0.64,5.02,121.0
mini-truck,1,267.6,1147.0,0.23,7.29,39.71
mini-truck,1,118.5,2575.0,0.51,7.35,19.4
heavy-truck,0,345.9,8300.0,0.83,5.05,78.27
delivery-van,3,641.9,240.0,0.3,11.2,57.16
heavy-truck,0,157.5,7523.0,0.75,5.86,30.95
mini-truck,1,93.6,1906.0,0.38,8.56,12.92
heavy-truck,0,361.2,6163.0,0.62,4.36,96.94
mini-truck,1,624.8,3722.0,0.74,7.52,95.85
mini-truck,1,487.8,2379.0,0.48,8.79,63.14
mini-truck,1,650.3,3868.0,0.77,7.21,105.8
mini-truck,1,623.4,4245.0,0.85,7.08,111.87
delivery-van,3,140.7,674.0,0.84,13.6,13.08
delivery-van,3,150.1,710.0,0.89,13.01,13.91
delivery-van,3,388.2,616.0,0.77,13.56,33.44
mini-truck,1,94.2,4352.0,0.87,8.52,13.9
heavy-truck,0,722.3,8562.0,0.86,5.11,161.7
delivery-van,3,450.6,632.0,0.79,13.36,40.98
delivery-van,3,656.1,237.0,0.3,13.51,55.1
heavy-truck,0,489.4,9746.0,0.97,5.1,125.4
delivery-van,3,346.1,325.0,0.41,10.36,38.41
delivery-van,3,719.3,388.0,0.48,10.85,70.79
mini-truck,1,334.8,4426.0,0.89,8.66,45.27
heavy-truck,0,331.0,4590.0,0.46,4.82,72.23
heavy-truck,0,636.1,3541.0,0.35,4.5,156.9
delivery-van,3,520.5,386.0,0.48,13.85,44.12
mini-truck,1,476.9,1237.0,0.25,7.32,68.63
heavy-truck,0,306.4,7914.0,0.79,4.78,76.42
heavy-truck,0,663.4,8145.0,0.81,4.86,155.97
heavy-truck,0,532.1,5009.0,0.5,4.83,128.48
tempo,2,326.5,645.0,0.54,14.25,24.25
heavy-truck,0,658.5,9457.0,0.95,5.29,147.7
mini-truck,1,329.4,4008.0,0.8,8.07,47.55
mini-truck,1,91.7,2932.0,0.59,7.48,14.39
delivery-van,3,147.8,363.0,0.45,13.83,12.5
tempo,2,244.6,310.0,0.26,14.39,17.78
tempo,2,383.6,1141.0,0.95,14.54,32.47
heavy-truck,0,539.9,5216.0,0.52,5.12,119.46
heavy-truck,0,637.0,9622.0,0.96,5.0,159.52
mini-truck,1,684.9,3557.0,0.71,8.1,91.94
heavy-truck,0,461.8,2585.0,0.26,4.46,122.46
heavy-truck,0,294.2,4622.0,0.46,4.27,74.25
mini-truck,1,95.2,3080.0,0.62,6.74,16.52
tempo,2,721.5,570.0,0.48,15.17,56.71
mini-truck,1,361.3,1787.0,0.36,6.81,60.24
tempo,2,152.4,967.0,0.81,13.36,13.87
tempo,2,629.3,692.0,0.58,13.66,51.15
heavy-truck,0,741.4,5123.0,0.51,5.02,177.13
heavy-truck,0,388.5,7079.0,0.71,5.49,81.74
delivery-van,3,545.6,312.0,0.39,13.27,45.78
delivery-van,3,116.7,599.0,0.75,12.68,11.83
delivery-van,3,123.7,584.0,0.73,11.67,14.0
mini-truck,1,559.6,3892.0,0.78,6.98,98.19
heavy-truck,0,643.6,9423.0,0.94,4.97,158.89
mini-truck,1,229.7,4529.0,0.91,8.8,31.82
delivery-van,3,600.4,366.0,0.46,12.39,51.95
tempo,2,203.9,405.0,0.34,14.4,15.9
tempo,2,315.0,547.0,0.46,12.67,26.47
heavy-truck,0,133.7,5841.0,0.58,5.73,27.22
tempo,2,273.2,1068.0,0.89,13.75,23.61
tempo,2,284.4,779.0,0.65,12.81,26.51
tempo,2,253.5,496.0,0.41,14.16,20.45
delivery-van,3,685.4,707.0,0.88,12.67,64.99
delivery-van,3,450.3,265.0,0.33,10.87,45.36
heavy-truck,0,606.7,9760.0,0.98,5.23,142.74
mini-truck,1,532.0,4716.0,0.94,6.69,100.74
tempo,2,368.4,756.0,0.63,15.09,28.05
heavy-truck,0,225.4,9275.0,0.93,5.21,54.98
delivery-van,3,584.2,304.0,0.38,11.64,52.64
mini-truck,1,110.5,4746.0,0.95,6.44,20.96
tempo,2,373.8,468.0,0.39,14.53,28.22
tempo,2,731.4,873.0,0.73,13.11,65.71
heavy-truck,0,462.7,2819.0,0.28,5.41,95.13
tempo,2,391.6,569.0,0.47,14.59,26.3
heavy-truck,0,644.5,7110.0,0.71,5.46,142.62
tempo,2,421.2,815.0,0.68,15.42,32.32
heavy-truck,0,550.8,6121.0,0.61,5.12,124.73
mini-truck,1,598.4,4785.0,0.96,8.58,88.48
heavy-truck,0,320.9,4567.0,0.46,5.32,64.56
mini-truck,1,283.6,4268.0,0.85,8.81,37.39
tempo,2,157.3,393.0,0.33,14.04,11.62
delivery-van,3,237.0,657.0,0.82,12.97,21.37
heavy-truck,0,182.6,3393.0,0.34,4.91,41.57
delivery-van,3,375.2,725.0,0.91,13.23,36.52
heavy-truck,0,505.6,2480.0,0.25,5.5,93.56
heavy-truck,0,127.2,4262.0,0.43,5.34,26.14
tempo,2,523.4,352.0,0.29,14.43,39.89
heavy-truck,0,266.4,7798.0,0.78,4.82,64.03
tempo,2,433.0,591.0,0.49,16.38,29.86
mini-truck,1,225.9,1874.0,0.37,8.83,26.71
delivery-van,3,270.3,460.0,0.58,12.31,25.33
delivery-van,3,272.6,192.0,0.24,11.27,24.98
delivery-van,3,121.9,748.0,0.94,10.79,13.75
delivery-van,3,251.4,623.0,0.78,12.21,23.46
delivery-van,3,593.5,257.0,0.32,13.4,51.78
heavy-truck,0,654.4,9418.0,0.94,4.77,170.79
mini-truck,1,526.6,2813.0,0.56,8.51,67.93
