vehicle_type,type_code,capacity_kg,weight_kg,distance_km,mileage_kmpl,cost_per_km,health_score,available,utility
delivery-van,3,800.0,757.2549536608703,103.25114472937955,10.79,1.57,89.3,1.0,0.8981076589081286
delivery-van,3,800.0,168.206146523985,156.6169998422616,12.04,1.47,72.3,1.0,0.9324878430089134
tempo,2,1200.0,640.4719636237203,287.5968083130644,13.96,4.3,82.8,1.0,0.8980677306091144
mini-truck,1,5000.0,1880.4012069196076,191.4678387448098,8.24,14.55,78.8,1.0,0.7108714806603529
mini-truck,1,5000.0,876.5636025021338,378.221658232875,8.03,11.79,69.5,1.0,0.7685367352536067
tempo,2,1200.0,696.3533101237144,465.34356857529025,13.23,2.91,55.0,1.0,0.861382367757687
mini-truck,1,5000.0,4713.419163538146,623.0729366560996,6.96,11.07,95.4,1.0,0.7989943559075167
heavy-truck,0,10000.0,2914.0933820014216,596.0180090169849,4.51,18.26,47.7,1.0,0.5917429635963812
mini-truck,1,5000.0,2041.6859139905318,144.0446077993784,6.4,10.86,51.6,1.0,0.7692459927885986
tempo,2,1200.0,247.4878556218182,228.22812958025816,14.7,2.81,69.4,1.0,0.949198907715984
mini-truck,1,5000.0,4372.780048676283,188.50235395367298,8.59,13.11,83.7,1.0,0.7760806593329718
tempo,2,1200.0,1088.2393488715222,581.1751980071042,12.16,2.01,72.1,1.0,0.921221327342535
tempo,2,1200.0,1242.325218993021,285.8098623759646,14.93,3.63,84.7,1.0,0.8765563371276234
delivery-van,3,800.0,646.5117486070538,187.78319532371364,12.02,3.18,58.7,1.0,0.8906677459373329
tempo,2,1200.0,338.2164306332756,71.77144154996519,15.85,5.17,51.4,1.0,0.8615992943698656
mini-truck,1,5000.0,2367.6202937979483,359.2027296006171,7.99,21.68,96.9,1.0,0.7222786724400507
heavy-truck,0,10000.0,10256.051117086037,625.808880455206,5.5,31.17,85.0,1.0,0.5035617337428588
delivery-van,3,800.0,434.83447518303143,604.4188916527835,13.48,1.66,57.1,0.0,0.7953322296366038
tempo,2,1200.0,764.1576376149633,436.61471986577106,13.95,2.11,87.8,1.0,0.8746034284834973
mini-truck,1,5000.0,5059.41176600099,90.62422110069214,8.55,10.43,65.3,1.0,0.704700383162369
tempo,2,1200.0,274.21455652812307,489.756226205736,13.85,3.58,75.6,1.0,1.0
mini-truck,1,5000.0,894.1017918659688,341.9720641124419,8.33,21.65,73.0,1.0,0.708156621293602
delivery-van,3,800.0,767.2793233426725,577.151830264164,10.42,1.3,87.9,0.0,0.7125456186088301
heavy-truck,0,10000.0,5266.400136428596,462.4515798908262,4.32,37.02,62.0,0.0,0.4060881064901444
tempo,2,1200.0,718.2302917025104,525.7191753529676,12.78,3.8,71.1,1.0,0.9143789018771201
heavy-truck,0,10000.0,6009.849258305226,635.4425116469644,5.64,24.9,66.9,1.0,0.6020059766862492
delivery-van,3,800.0,685.1362550820327,600.5477171371705,12.71,3.14,51.4,0.0,0.672601502594649
mini-truck,1,5000.0,3705.4613389257124,365.7057515751331,8.31,12.6,83.2,1.0,0.7261711878254561
tempo,2,1200.0,412.03828857655856,602.2592585218817,11.93,2.37,75.7,1.0,0.9509229488326209
tempo,2,1200.0,1197.1387735937274,245.66695338485636,14.47,4.83,46.8,1.0,0.8817083190237097
mini-truck,1,5000.0,4703.536360894562,566.047538347437,6.4,8.04,64.6,0.0,0.6710740517163165
delivery-van,3,800.0,337.70655092659683,252.54370863221254,12.0,1.69,57.4,1.0,0.9903276756553798
tempo,2,1200.0,694.3070281970046,278.22833365823385,13.12,3.75,92.4,0.0,0.8216915482952041
mini-truck,1,5000.0,793.2999949579421,685.4941737028814,7.24,17.15,70.2,1.0,0.7204088299563638
mini-truck,1,5000.0,5155.995464533727,164.46348058080525,7.32,15.63,45.7,1.0,0.6489753584270421
tempo,2,1200.0,750.8371302460023,563.2722590691086,13.25,2.87,73.0,1.0,0.8450184729415264
heavy-truck,0,10000.0,8250.965093227103,654.0218037741255,5.11,29.31,47.4,0.0,0.3563571170935988
tempo,2,1200.0,1082.614826568843,103.68109058181673,15.71,2.86,99.8,1.0,1.0
mini-truck,1,5000.0,2142.474671094403,657.7468142927146,7.4,19.59,49.9,0.0,0.5462712025837747
mini-truck,1,5000.0,4855.301021472687,73.54360737776304,6.96,10.41,96.2,1.0,0.7939036688663845
mini-truck,1,5000.0,2723.5377170012493,653.7138366828399,7.88,11.3,93.5,1.0,0.7868333491180232
delivery-van,3,800.0,473.40017993951557,152.58354562870736,13.46,3.24,83.0,1.0,0.8955094247893796
heavy-truck,0,10000.0,7212.471031665577,496.3921061338589,4.45,36.06,74.7,0.0,0.43481422943478687
tempo,2,1200.0,516.1584376398799,60.52156037529727,15.67,2.91,72.2,1.0,0.9230377803167109
delivery-van,3,800.0,757.7335764857003,598.5607932007767,12.84,3.36,80.8,1.0,0.9151207739270087
delivery-van,3,800.0,217.33476347339789,463.7797938341812,11.05,2.61,47.9,1.0,0.8443640759091164
tempo,2,1200.0,865.3164984873487,678.7907686968596,14.65,5.25,84.2,1.0,0.9872557277870151
tempo,2,1200.0,1183.635785586708,88.333207300686,15.64,4.95,78.0,1.0,0.8686813478746418
tempo,2,1200.0,413.66729979778376,229.20518004044987,13.3,2.46,86.0,1.0,1.0
tempo,2,1200.0,554.3815560410327,166.6624966711126,14.85,2.06,46.8,1.0,0.9232672535779564
mini-truck,1,5000.0,2416.2382352561244,153.9589325779358,8.19,15.04,50.7,1.0,0.6299549542060581
tempo,2,1200.0,708.6096897962865,74.23590008758381,15.34,2.16,72.7,1.0,0.9020241193195522
mini-truck,1,5000.0,2476.418019719321,388.72165073649086,6.39,21.48,87.5,1.0,0.6845218149975969
heavy-truck,0,10000.0,5975.0869636253055,490.7120210167071,5.67,40.02,96.0,1.0,0.5633223101042728
delivery-van,3,800.0,208.0146484495259,658.8279525380874,10.83,2.73,79.7,1.0,0.8544152043242617
tempo,2,1200.0,728.8146319014767,143.5654609682549,14.85,4.77,92.9,1.0,0.9236303099184653
tempo,2,1200.0,402.10749206761534,692.5780959825881,14.84,3.17,53.5,0.0,0.8184378801632423
heavy-truck,0,10000.0,3592.3296122067736,136.78161368845429,4.79,18.13,46.5,1.0,0.6514752429473031
mini-truck,1,5000.0,1445.9774193813698,177.9714264937062,8.33,20.63,49.6,1.0,0.7430818242583601
tempo,2,1200.0,977.128878401959,98.70110594853195,14.49,4.75,85.6,1.0,0.9842854966943241
tempo,2,1200.0,1068.8215315888724,267.59339451028603,12.0,2.93,63.5,1.0,0.8565236137379632
mini-truck,1,5000.0,5152.172591233767,187.4694830438348,7.47,14.78,61.9,1.0,0.6565483660476988
mini-truck,1,5000.0,2223.3489006155983,278.58412234495734,8.29,19.2,55.4,1.0,0.7296975317955848
mini-truck,1,5000.0,3561.0878522309476,293.5322675159023,7.93,9.12,75.3,1.0,0.6718968355705708
heavy-truck,0,10000.0,6794.655884631015,267.4058559941127,5.05,43.49,63.2,1.0,0.4741930500222862
delivery-van,3,800.0,402.7651675265184,148.16093576491383,10.23,3.51,89.8,1.0,0.9328206188297132
mini-truck,1,5000.0,1548.8161417384765,409.4473705336981,7.06,8.41,50.8,0.0,0.6426022277206979
mini-truck,1,5000.0,2470.0503288454097,207.9338294952634,8.21,8.46,87.8,1.0,0.8357978453579584
heavy-truck,0,10000.0,2968.6475664175514,556.0087120621272,5.51,22.21,62.2,0.0,0.4868447158152677
heavy-truck,0,10000.0,2815.6659451350342,384.6905136992092,4.92,27.16,83.1,1.0,0.7434717328420403
heavy-truck,0,10000.0,2578.8540307374915,497.7625866930522,4.81,43.79,68.8,0.0,0.32850251885366766
tempo,2,1200.0,289.63627945847855,304.8252444586552,15.76,3.19,89.4,1.0,0.854186147976345
heavy-truck,0,10000.0,3590.730528479436,664.4812600965188,5.49,20.74,62.4,1.0,0.5980581546278321
delivery-van,3,800.0,452.32163990429564,410.27423216728914,13.67,2.36,84.3,1.0,0.8591405714233521
mini-truck,1,5000.0,3867.213715390948,565.4099665912954,8.27,16.96,82.1,1.0,0.7439868223571889
tempo,2,1200.0,1164.772633982352,212.45587833799567,12.47,3.21,89.8,1.0,0.9884840082096459
tempo,2,1200.0,654.8091437364109,209.3747244369753,15.54,2.84,64.8,1.0,0.9513618286896282
heavy-truck,0,10000.0,2417.3263204629943,551.3061110696658,5.69,31.16,77.3,1.0,0.5313664007865209
delivery-van,3,800.0,427.8702714845115,490.0907239780072,12.97,2.67,52.9,1.0,0.9502300973454978
delivery-van,3,800.0,203.79310236884524,62.20905322298947,13.2,3.08,83.8,1.0,0.8651813118514003
heavy-truck,0,10000.0,4076.4723786518607,567.2479022960937,5.65,26.45,81.9,1.0,0.6374061856832749
tempo,2,1200.0,653.8753916182877,372.4054652694539,13.97,4.32,50.6,0.0,0.7403998348759504
mini-truck,1,5000.0,2108.039721860366,200.91487416815838,7.48,12.09,63.7,0.0,0.5348598715093733
heavy-truck,0,10000.0,6538.515971565682,447.87523559235495,4.61,41.23,61.1,1.0,0.48050716523252446
tempo,2,1200.0,225.9547132401868,362.6712901943365,14.66,3.21,77.3,1.0,0.8606885032766809
tempo,2,1200.0,1029.3814216400895,522.8033459555324,13.98,4.1,91.5,1.0,0.9458441634119147
mini-truck,1,5000.0,2086.5082947276255,299.6109970558493,7.48,19.02,99.3,1.0,0.806827233372756
delivery-van,3,800.0,124.13148070074614,631.9587674520101,12.45,2.22,93.3,1.0,0.9775230997769278
mini-truck,1,5000.0,2114.408952882101,171.40542750030775,6.99,17.51,87.3,1.0,0.7368243966849429
delivery-van,3,800.0,551.3103906118764,371.5892891667244,10.71,2.74,55.3,1.0,0.8559552397868923
delivery-van,3,800.0,602.7194201529898,294.5816204860845,12.8,2.22,81.3,1.0,0.9194917472382085
tempo,2,1200.0,881.6365705969466,187.58573632892512,12.39,3.39,56.7,1.0,0.9310016261722722
mini-truck,1,5000.0,1143.2210054154,487.6770033153701,7.94,15.59,84.9,1.0,0.8742669538813245
heavy-truck,0,10000.0,1520.1934337185999,160.47141519460283,5.2,24.58,46.3,1.0,0.5420641173100218
tempo,2,1200.0,854.0262731848865,639.9723710890091,12.56,2.8,58.8,1.0,0.9686346004147439
mini-truck,1,5000.0,1465.6862459757303,497.8537578782582,6.87,20.32,77.3,1.0,0.6958321516881846
tempo,2,1200.0,716.3871985781076,94.04561350189596,13.11,4.61,68.9,1.0,0.890188736335421
heavy-truck,0,10000.0,8702.922035502335,566.2829300728943,5.63,23.69,91.5,1.0,0.6685741010698432
mini-truck,1,5000.0,2409.385026713511,428.4821772592046,7.64,16.04,52.1,1.0,0.6278470982709594
delivery-van,3,800.0,481.6451400911886,262.7650583479578,12.74,3.36,97.8,1.0,1.0
mini-truck,1,5000.0,3872.4889849465953,490.77677823196075,8.54,10.44,54.8,0.0,0.6440543811943885
delivery-van,3,800.0,152.39089187501963,162.4317664372216,13.18,2.93,47.2,1.0,0.8607878389727562
tempo,2,1200.0,1096.911077920543,376.1105851975385,13.53,2.09,55.6,1.0,0.9550830931889005
heavy-truck,0,10000.0,7339.253637536749,80.71404022425796,5.05,22.0,58.9,1.0,0.6343427644287581
tempo,2,1200.0,834.72675600118,530.3612683966451,15.55,2.0,79.4,1.0,0.9980221075112222
tempo,2,1200.0,812.3429925090625,664.9109490537525,15.2,3.59,59.4,0.0,0.7010194368221646
delivery-van,3,800.0,338.2671906347263,676.301464924112,10.58,2.4,95.8,1.0,0.9197090263347931
mini-truck,1,5000.0,795.4381260611539,393.8113795101247,8.14,20.44,59.0,1.0,0.6973740224573473
delivery-van,3,800.0,539.4465539273762,371.7028511220818,13.29,2.97,71.1,1.0,0.9366596170033225
tempo,2,1200.0,971.1016685932832,160.45293861845138,12.22,3.43,84.5,1.0,0.9415780306824759
tempo,2,1200.0,415.9529540166763,452.6476322904191,12.17,3.15,77.3,1.0,0.9275189611068516
tempo,2,1200.0,217.65280356104037,599.6938606347634,13.2,2.25,67.7,0.0,0.7392424203723426
mini-truck,1,5000.0,3297.2371206591915,418.91268760485366,7.81,16.54,69.8,1.0,0.7112531554780529
mini-truck,1,5000.0,4606.721504458708,485.0303297327997,7.07,12.0,64.6,1.0,0.7560223781512805
heavy-truck,0,10000.0,5306.971970871146,588.9354449587086,4.35,32.9,77.8,1.0,0.647914595964969
heavy-truck,0,10000.0,3930.9537727636757,195.22328132335176,5.42,26.45,50.0,1.0,0.6133190633617086
mini-truck,1,5000.0,815.3027317018947,124.19864936451859,6.96,16.04,65.7,0.0,0.6157427246138116
mini-truck,1,5000.0,3477.7855734342766,177.63474837419224,6.5,14.42,92.0,1.0,0.7996645778602144
tempo,2,1200.0,857.9562628630869,365.2691121051164,14.79,4.77,93.6,0.0,0.709309075986137
mini-truck,1,5000.0,2444.882959037311,542.1778747943781,6.74,21.71,98.8,0.0,0.4727179423795568
tempo,2,1200.0,340.41145161149734,490.5931258804043,12.37,4.67,48.7,0.0,0.7131199896423216
delivery-van,3,800.0,521.5850147536208,397.0815034988302,12.99,2.39,90.1,1.0,0.9650985414192629
mini-truck,1,5000.0,2419.274529372801,531.1534452106077,7.03,9.54,81.6,1.0,0.7394338596172345
tempo,2,1200.0,1112.2320406814604,224.76080941703458,14.58,3.15,72.3,0.0,0.7073891304647594
heavy-truck,0,10000.0,4127.010077617519,263.67808229557363,5.48,31.83,81.9,1.0,0.6027966122837747
tempo,2,1200.0,1215.272889226586,336.8590054125767,14.58,2.98,93.0,1.0,0.8876648650467387
heavy-truck,0,10000.0,2649.6214703046085,358.60535427677314,4.83,25.24,47.9,1.0,0.5358873413404512
delivery-van,3,800.0,375.07511785571853,619.4711906324941,12.77,2.21,75.8,0.0,0.8196974841151439
delivery-van,3,800.0,259.90210821131024,559.9355734789094,12.76,1.77,58.8,0.0,0.7545214316366102
delivery-van,3,800.0,258.6973135854185,436.71125980767107,11.96,3.51,58.3,1.0,0.8209354101510712
heavy-truck,0,10000.0,3158.5342748524313,472.2741330434492,4.91,30.3,63.8,1.0,0.5891987027471289
tempo,2,1200.0,813.3270124892525,666.3906262545869,15.02,5.18,63.4,1.0,0.847916040818814
delivery-van,3,800.0,231.05481513748475,183.7195941790391,12.74,3.46,90.7,1.0,0.9371437775385394
tempo,2,1200.0,749.6345884616585,540.7352634442207,14.48,2.37,64.5,0.0,0.7522917477424832
tempo,2,1200.0,585.5789563488235,421.20563655285486,13.42,2.11,91.9,1.0,0.8773675936133266
delivery-van,3,800.0,733.1185762974945,517.445664129609,12.89,1.65,90.2,1.0,0.9717888837560272
delivery-van,3,800.0,463.15269173773305,375.9240749602429,12.92,1.41,61.1,1.0,0.9260673442044767
delivery-van,3,800.0,508.1104640511086,123.71609037271547,10.73,1.67,45.4,1.0,0.8378932588260775
heavy-truck,0,10000.0,5751.294269153989,686.2020061061444,4.42,25.73,94.2,1.0,0.6303844352043158
mini-truck,1,5000.0,3520.059585025245,230.07709274489883,6.67,13.04,82.2,1.0,0.8075891541428724
delivery-van,3,800.0,284.7707303463408,314.700223088488,10.8,1.81,72.9,1.0,0.8215330091673483
mini-truck,1,5000.0,5113.946089230926,471.6102957312867,7.68,18.21,78.0,1.0,0.6536321391763591
mini-truck,1,5000.0,2565.9416997468393,255.53773821070558,6.63,13.14,46.3,1.0,0.7212647006589364
mini-truck,1,5000.0,1376.782824350411,461.09059533576715,8.26,11.17,84.2,1.0,0.7977627598223243
mini-truck,1,5000.0,3717.349059100193,306.71550239427563,6.65,12.13,48.3,1.0,0.6875307444662057
tempo,2,1200.0,583.4436822549983,509.7451813246057,15.75,5.26,97.6,1.0,0.9671650613991388
mini-truck,1,5000.0,2746.942740753534,379.785582500746,7.84,12.47,70.5,1.0,0.7360432305583263
mini-truck,1,5000.0,1853.5856383397424,625.1568540325059,7.7,17.01,98.1,1.0,0.8286985485207968
heavy-truck,0,10000.0,10198.286353734973,596.343165418415,4.44,17.02,93.9,1.0,0.6427241525724952
mini-truck,1,5000.0,3661.073180192675,687.0853900412154,7.06,15.51,61.6,1.0,0.6765837822121751
heavy-truck,0,10000.0,4708.6367967225015,157.84889177867035,4.96,43.52,49.0,0.0,0.3383121476109467
tempo,2,1200.0,269.5684729543031,160.4818112878543,15.54,3.34,78.7,1.0,0.9446140637914635
mini-truck,1,5000.0,1218.9988698513998,275.03965640449996,7.91,14.68,45.6,1.0,0.7744905882047299
mini-truck,1,5000.0,3963.0289144048074,386.12639970207385,8.1,8.04,60.0,1.0,0.8497163114229169
delivery-van,3,800.0,127.75207555327341,377.68122386041614,10.87,1.61,66.6,0.0,0.746919096670355
mini-truck,1,5000.0,2707.912817086615,377.7310332033305,6.81,14.55,85.1,0.0,0.6481328109743096
mini-truck,1,5000.0,3067.877131591807,174.60372923239547,7.61,12.18,87.9,1.0,0.7681826103543711
mini-truck,1,5000.0,1162.1680688932372,93.72659489182844,7.31,17.64,72.4,1.0,0.7253928555483986
mini-truck,1,5000.0,2359.48997367773,478.25370151578693,6.77,19.73,55.0,1.0,0.7167298121362504
mini-truck,1,5000.0,1387.9301396426813,158.6439792248666,6.48,8.17,97.3,0.0,0.7606531103062508
heavy-truck,0,10000.0,3439.7403059247044,115.7554647931476,4.6,31.21,80.3,1.0,0.6150382142328915
heavy-truck,0,10000.0,7931.631943594119,267.6575335038302,4.81,27.73,81.3,1.0,0.5952515310853669
tempo,2,1200.0,875.4322173586203,651.7913042315206,12.99,3.36,84.7,1.0,1.0
tempo,2,1200.0,667.0899911963517,599.2313777710377,14.74,4.23,94.9,1.0,0.9646811525573998
tempo,2,1200.0,808.2166757480733,267.02933751825157,14.56,3.22,71.1,0.0,0.7135497938065312
tempo,2,1200.0,384.52658824551634,456.0676283481554,12.92,4.41,66.8,1.0,0.9686155863428398
mini-truck,1,5000.0,2295.9624614226236,285.5453287620468,8.13,18.89,63.4,1.0,0.7329832902458359
mini-truck,1,5000.0,3427.9406063196375,302.09447762865943,6.67,17.15,88.1,1.0,0.722941592030325
tempo,2,1200.0,501.80841552231544,147.08619062185056,14.11,5.21,73.5,1.0,0.9485312517783469
heavy-truck,0,10000.0,5115.738315722145,443.2032878179186,4.89,27.24,66.8,1.0,0.5092735158513714
heavy-truck,0,10000.0,8281.991073972615,194.42170073777697,5.18,22.17,87.1,0.0,0.563314875909306
delivery-van,3,800.0,173.37195149926657,290.8574845467091,13.08,3.47,87.3,0.0,0.6920178423696017
mini-truck,1,5000.0,2601.3947150213144,641.1550223186632,6.53,10.87,82.0,1.0,0.8545702715197476
heavy-truck,0,10000.0,9275.412328134622,666.1422623996215,4.63,28.11,60.5,1.0,0.5644382885462557
mini-truck,1,5000.0,4254.805153267828,281.87582952137916,7.89,16.45,90.2,0.0,0.6208175986091605
tempo,2,1200.0,916.7071252863146,515.576164381594,13.94,2.2,58.3,0.0,0.7760618707251111
tempo,2,1200.0,424.6753884655786,652.7529825927836,14.55,4.74,95.8,0.0,0.800043574599943
mini-truck,1,5000.0,2638.889744787731,600.886033062344,8.35,10.96,62.8,1.0,0.7707100270838009
delivery-van,3,800.0,536.3555917414973,603.9999628897792,10.26,3.5,88.6,1.0,0.9823763840595386
mini-truck,1,5000.0,2615.4806765748735,368.2926477964866,7.33,11.46,79.9,0.0,0.6054579171711497
tempo,2,1200.0,328.0343239501051,437.77819301431555,13.11,3.65,50.4,0.0,0.7208533219500638
heavy-truck,0,10000.0,2794.7158178616605,308.67347558518225,5.51,40.46,59.8,0.0,0.26922976928988124
heavy-truck,0,10000.0,9697.56289301154,268.0876288796622,4.99,20.7,65.9,1.0,0.6965928762356233
tempo,2,1200.0,602.8822955836741,345.0477928708588,13.23,2.21,60.2,1.0,0.8776706840511824
tempo,2,1200.0,1094.8406479925673,587.1142548802596,13.07,2.83,85.1,1.0,0.9077824013521762
tempo,2,1200.0,626.8525786887599,60.20318018905499,13.5,3.52,86.1,1.0,0.9468073287105154
heavy-truck,0,10000.0,2936.342699094865,318.2757387624968,4.48,19.9,70.1,1.0,0.6017771040447959
delivery-van,3,800.0,620.2569919216963,240.76241733845427,12.87,2.3,75.7,1.0,0.9969978108015963
heavy-truck,0,10000.0,3454.5665361106057,136.5416114218957,5.08,35.35,69.4,1.0,0.5278360200397576
delivery-van,3,800.0,126.65880306095028,318.66087623618284,10.97,1.41,47.7,1.0,0.8567919947800385
tempo,2,1200.0,822.3193235817084,559.5939936012178,13.89,4.72,47.0,1.0,0.9186860387151347
mini-truck,1,5000.0,2458.3974899654254,687.7602313851623,7.93,12.85,91.6,1.0,0.7468668907217477
tempo,2,1200.0,302.98685791786255,355.13448947367095,13.73,2.4,89.8,1.0,0.8995069246108441
mini-truck,1,5000.0,4340.632227584818,95.4025317086932,7.46,10.75,58.1,1.0,0.7308723864778226
heavy-truck,0,10000.0,7814.268611577237,94.70978782514912,5.67,30.26,95.1,1.0,0.5916986668492131
mini-truck,1,5000.0,3344.4073249571225,341.33202357317424,7.76,12.85,53.1,1.0,0.7020392513522449
tempo,2,1200.0,481.9709125738561,528.4895583949227,13.87,4.35,72.3,1.0,0.9304031715792763
mini-truck,1,5000.0,1998.8432706695835,353.75484750181664,7.18,21.67,74.5,1.0,0.6072140567198879
delivery-van,3,800.0,483.6427077566335,579.7046316798042,11.83,2.12,70.5,0.0,0.6954334189539498
mini-truck,1,5000.0,1044.7736184321584,688.1375836990467,7.53,14.4,71.5,1.0,0.6793732138393603
mini-truck,1,5000.0,3193.525175163877,637.1499334017236,7.89,18.02,79.7,0.0,0.597153649162368
mini-truck,1,5000.0,3969.437187466634,122.84335389831988,8.3,17.1,94.3,0.0,0.606720950002146
delivery-van,3,800.0,792.8698107295769,328.83985915543224,13.8,2.42,90.8,1.0,1.0
delivery-van,3,800.0,723.7499460441474,677.1490026520771,10.39,2.45,70.8,1.0,0.9530284313297326
mini-truck,1,5000.0,2249.7699271203537,68.13814319950616,7.9,12.95,57.6,1.0,0.6823940894356948
mini-truck,1,5000.0,2684.1772307954493,473.23811054524447,8.34,18.65,63.9,1.0,0.7317120004841362
tempo,2,1200.0,536.5335656763457,119.97501702224426,14.68,3.01,49.3,0.0,0.7405961718121149
heavy-truck,0,10000.0,7740.891981260801,427.2128915617068,5.06,39.18,73.7,1.0,0.5607389857738644
mini-truck,1,5000.0,2587.601162257731,398.3268196413053,6.88,11.28,58.6,1.0,0.8227194373172428
tempo,2,1200.0,1056.5368785704961,590.3037206757679,12.84,3.8,53.9,1.0,0.8591591318668971
delivery-van,3,800.0,440.2035301622454,469.1100339336747,11.94,2.15,58.6,1.0,0.8605709926069824
tempo,2,1200.0,897.7778400870131,183.36676029894426,14.43,3.68,73.1,1.0,0.912485404225637
tempo,2,1200.0,354.0975603694839,691.895458729045,14.19,4.68,51.4,1.0,0.8783213325193615
delivery-van,3,800.0,120.40494963017466,265.9974844986689,11.5,2.17,80.0,1.0,0.9269627913111632
delivery-van,3,800.0,815.8823188250216,340.269528682795,12.15,2.12,48.1,1.0,0.7619011599079696
delivery-van,3,800.0,238.6478867356841,543.834845187107,12.61,1.64,81.7,1.0,0.8348324746401415
heavy-truck,0,10000.0,3856.7115618446533,515.0361540775165,4.76,42.47,73.9,1.0,0.4622355419026244
